,id,lat,long,address,postcode,total port,detail,area,geometry,index_right,OBJECTID,L_HOOD,S_HOOD,S_HOOD_ALT,Shape__Are,Shape__Len,extracted,level,type
0,19235,47.622085,-122.347124,"516 Harrison Street, Seattle, WA, 98109",98109,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.347124 47.622085),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
9,36018,47.6246042,-122.3593182,"200 West Mercer Street, Seattle, WA, 98119",98119,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3593182 47.6246042),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
94,61182,47.625675,-122.346886,"500 5th Avenue North, Seattle, WA, 98109",98109,2,"[{'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.346886 47.625675),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, Tesla",2,Tesla
96,61188,47.625378,-122.344596,"601 Roy Street, Seattle, WA, 98109",98109,2,"[{'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.344596 47.625378),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, Tesla",2,Tesla
123,70247,47.623397,-122.345681,"500 5th Avenue North, Seattle, WA, 98109",98109,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 7}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.345681 47.623397),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
146,81046,47.623603,-122.3577595,"516 1St Avenue, West Seattle, WA, 98119",98119,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", West Seattle,POINT (-122.3577595 47.623603),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
178,93678,47.619056,-122.352371,"200 2nd Avenue North, Seattle, WA, 98109",98109,4,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}, {'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.352371 47.619056),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"3, CCS & CHAdeMO, 3, CCS & CHAdeMO, 2, EV Plug (J1772)","3, 3, 2","CCS&CHAdeMO,CCS&CHAdeMO,EVPlug(J1772)"
187,101664,47.62482,-122.35829,"100 West MERCER Street, Seattle, WA, 98119",98119,3,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}, {'level': 3, 'name': 'CCS & CCS', 'count': 2}]", Seattle,POINT (-122.35829 47.62482),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"3, CCS & CHAdeMO, 3, CCS & CCS","3, 3","CCS&CHAdeMO,CCS&CCS"
191,104856,47.621378,-122.35362,"305 Thomas Street, Seattle, WA, 98109",98109,24,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 22}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.35362 47.621378),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
193,105675,47.623424,-122.345872,"500 5th Avenue North, Seattle, WA, 98109",98109,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.345872 47.623424),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
211,117770,47.621304,-122.357684,"300 1st Avenue West, Seattle, WA, 98119",98119,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.357684 47.621304),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
235,130006,47.622256,-122.356521,"400 Queen Anne Avenue North, Seattle, WA, 98109",98109,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.356521 47.622256),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
253,135148,47.6215389,-122.3602985,"330 3rd Avenue West, Seattle, WA, 98119",98119,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3602985 47.6215389),18,45,Queen Anne,Lower Queen Anne,"Uptown, Seattle Center",17515624.4566956,20496.7289222394,"2, EV Plug (J1772)",2,EVPlug(J1772)
1,20020,47.60420082169219,-122.3332506017354,"214 Columbia Street, Seattle, WA, 98104",98104,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3332506017354 47.60420082169219),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
2,21010,47.606684,-122.332664,"1000 4th Avenue, Seattle, WA, 98104",98104,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}]", Seattle,POINT (-122.332664 47.606684),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
8,35995,47.6048564,-122.3338286,"999 Third Avenue, Level A, Seattle, WA, 98104",98104,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3338286 47.6048564),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
15,36401,47.605192,-122.33285,"925 4th Avenue, Seattle, WA, 98104",98104,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.33285 47.605192),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
16,36557,47.611102,-122.334893,"520 Pike Street, Seattle, WA, 98101",98101,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.334893 47.611102),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
18,36653,47.611378281765,-122.3314401402,"705 Pike Street, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3314401402 47.611378281765),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
22,36919,47.604817,-122.330568,"701 5th Avenue, Seattle, WA, 98104",98104,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 7}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.330568 47.604817),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
24,37091,47.6072826,-122.3360929,"1201 Third Avenue
Suite 520, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3360929 47.6072826),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
27,37364,47.608495,-122.333054,"1200 5th Avenue, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.333054 47.608495),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
32,37909,47.605599,-122.330626,"800 5th Avenue, Seattle, WA, 98104",98104,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.330626 47.605599),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
38,39534,47.614112,-122.333147,"809 Olive Way, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.333147 47.614112),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
39,39664,47.60578,-122.331858,"901 Fifth Avenue, Seattle, WA, 98164",98164,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.331858 47.60578),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
42,40295,47.606279,-122.335205,"1000 2nd Avenue, Seattle, WA, 98104",98104,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.335205 47.606279),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
47,42062,47.607141,-122.333917,"1101 Fourth Avenue, Seattle, WA, 98101",98101,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.333917 47.607141),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
48,42900,47.6034418,-122.3339101,"719 Second Avenue, Seattle, WA, 98104",98104,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3339101 47.6034418),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
54,46758,47.61002,-122.33542,"1415 5th Avenue, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}, {'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.33542 47.61002),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
55,46776,47.607651,-122.339418,"99 Union Street, Seattle, WA, 98101",98101,2,"[{'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.339418 47.607651),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, Tesla",2,Tesla
56,46777,47.608017,-122.334861,"411 University Street, Seattle, WA, 98101",98101,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}, {'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.334861 47.608017),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
60,47067,47.60521,-122.32972,"700 5th Avenue, Seattle, WA, 98104",98104,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.32972 47.60521),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
66,50536,47.606106,-122.333782,"1001 4th Avenue Safeco Plaza, Seattle, WA, 98154",98154,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.333782 47.606106),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
67,50899,47.605051,-122.336105,"1000 1st Avenue, Seattle, WA, 98104",98104,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}, {'level': 2, 'name': 'Tesla', 'count': 2}]", Seattle,POINT (-122.336105 47.605051),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
69,52173,47.6132353,-122.3344034,"1600 7th Avenue, Seattle, WA, 98191",98191,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}]", Seattle,POINT (-122.3344034 47.6132353),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
73,53827,47.60872,-122.336023,"1325 4th Avenue, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.336023 47.60872),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
92,60230,47.610826048907,-122.334346934116,"1465 6th Avenue, Seattle, WA, 98101",98101,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.334346934116 47.610826048907),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
100,63126,47.608017,-122.335273,"319 University Street, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.335273 47.608017),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
118,68122,47.609686,-122.332152,"601 Union Street, Seattle, WA, 98101",98101,10,"[{'level': 3, 'name': 'Tesla Supercharger', 'count': 10}]", Seattle,POINT (-122.332152 47.609686),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"3, Tesla Supercharger",3,TeslaSupercharger
119,68136,47.6060061,-122.336716,"1191 2nd Avenue, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.336716 47.6060061),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
121,70242,47.612347,-122.334168,"1531 7th Avenue, Seattle, WA, 98101",98101,3,"[{'level': 2, 'name': 'Tesla', 'count': 3}]", Seattle,POINT (-122.334168 47.612347),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, Tesla",2,Tesla
135,75321,47.610236,-122.332452,"601 Union Street, Seattle, WA, 98101",98101,10,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 5}, {'level': 2, 'name': 'Tesla', 'count': 5}]", Seattle,POINT (-122.332452 47.610236),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
155,84666,47.609925,-122.333764,"1325 6th Avenue, Seattle, WA, 98101",98101,5,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}, {'level': 2, 'name': 'Tesla', 'count': 3}]", Seattle,POINT (-122.333764 47.609925),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
173,92141,47.6066581,-122.3371498,"1201 2nd Avenue, Seattle, WA, 98101",98101,4,"[{'level': 3, 'name': 'Tesla Supercharger', 'count': 4}]", Seattle,POINT (-122.3371498 47.6066581),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"3, Tesla Supercharger",3,TeslaSupercharger
177,92773,47.606659,-122.337363,"1201 Second Avenue, Seattle, WA, 98101",98101,10,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 10}]", Seattle,POINT (-122.337363 47.606659),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
180,98440,47.6044756,-122.3378981,"1011 Western Avenue, Seattle, WA, 98104",98104,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3378981 47.6044756),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
221,121601,47.6054544002366,-122.330085418863,"800 5th Avenue, Seattle, WA, 98104",98104,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.330085418863 47.6054544002366),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
228,123040,47.604891,-122.336815,"1007 First Avenue, Seattle, WA, 98104",98104,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.336815 47.604891),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
231,124112,47.6052492667973,-122.3297399878072,"700 5th Avenue, Seattle, WA, 98104",98104,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3297399878072 47.6052492667973),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
232,127453,47.615003,-122.331809,"1009 Olive Way, Seattle, WA, 98101",98101,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.331809 47.615003),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
248,134226,47.61157402151931,-122.3328717067651,"701 Pike Street, Seattle, WA, 98101",98101,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.3328717067651 47.61157402151931),35,62,Downtown,Central Business District,"Commercial Core, West Edge",9477398.61834717,18209.4628624588,"2, EV Plug (J1772)",2,EVPlug(J1772)
3,35773,47.5454638,-122.3764102,"6330 35th Avenue Southwest, Seattle, WA, 98126",98126,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3764102 47.5454638),65,92,Delridge,High Point,,23343008.3368683,23180.3963596714,"2, EV Plug (J1772)",2,EVPlug(J1772)
4,35774,47.517917,-122.354531,"9456 16th Avenue Southwest, Seattle, WA, 98106",98106,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.354531 47.517917),62,89,Delridge,Highland Park,,39810333.4158325,31111.0630837714,"2, EV Plug (J1772)",2,EVPlug(J1772)
5,35775,47.6906401,-122.3767497,"8500 15th Avenue NW, Ste A, Seattle, WA, 98117",98117,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3767497 47.6906401),87,117,Northwest,Crown Hill,,15865750.4196777,18997.8080379411,"2, EV Plug (J1772)",2,EVPlug(J1772)
6,35925,47.619075,-122.359573,"101 Elliott Avenue West, Seattle, WA, 98121",98121,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.359573 47.619075),39,66,Interbay,Interbay,,33503941.0921631,64207.5867611718,"2, EV Plug (J1772)",2,EVPlug(J1772)
103,64906,47.65588110993,-122.38276327302,"4005 20th Avenue West, Seattle, WA, 98199",98199,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.38276327302 47.65588110993),39,66,Interbay,Interbay,,33503941.0921631,64207.5867611718,"2, EV Plug (J1772)",2,EVPlug(J1772)
141,79231,47.628833,-122.374083,"Helix Way, Seattle, WA, 98119",98119,35,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 12}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 22}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.374083 47.628833),39,66,Interbay,Interbay,,33503941.0921631,64207.5867611718,"2, EV Plug (J1772), 2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2, 2","EVPlug(J1772),EVPlug(J1772),EVPlug(J1772)"
206,112548,47.63986,-122.377668,"1600 West Armory Way, Seattle, WA, 98119",98119,6,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 6}]", Seattle,POINT (-122.377668 47.63986),39,66,Interbay,Interbay,,33503941.0921631,64207.5867611718,"3, CCS & CHAdeMO",3,CCS&CHAdeMO
237,131875,47.630844,-122.377344,"1280 16th Avenue West, Seattle, WA, 98119",98119,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.377344 47.630844),39,66,Interbay,Interbay,,33503941.0921631,64207.5867611718,"2, EV Plug (J1772)",2,EVPlug(J1772)
7,35960,47.6154894,-122.3110069,"1600 East Madison Street, Seattle, WA, 98122",98122,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3110069 47.6154894),74,101,Capitol Hill,Stevens,"Interlaken Park, Miller Park, Madison-Miller",26039592.0790405,25522.3456368768,"2, EV Plug (J1772)",2,EVPlug(J1772)
213,118771,47.616857,-122.307818,"1818 East Madison Street, Seattle, WA, 98122",98122,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.307818 47.616857),74,101,Capitol Hill,Stevens,"Interlaken Park, Miller Park, Madison-Miller",26039592.0790405,25522.3456368768,"2, EV Plug (J1772)",2,EVPlug(J1772)
10,36133,47.6113722,-122.343703,"2025 1st Avenue, Seattle, WA, 98121",98121,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.343703 47.6113722),32,59,Downtown,Pike-Market,Pike Place Market,2343359.32580566,7326.58173024624,"2, EV Plug (J1772)",2,EVPlug(J1772)
11,36140,47.6098122,-122.3413016,"86 Pine Street, Seattle, WA, 98101",98101,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3413016 47.6098122),32,59,Downtown,Pike-Market,Pike Place Market,2343359.32580566,7326.58173024624,"2, EV Plug (J1772)",2,EVPlug(J1772)
77,55914,47.610439,-122.341484,"100 Stewart Street, Seattle, WA, 98101",98101,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}, {'level': 2, 'name': 'Tesla', 'count': 1}]", Seattle,POINT (-122.341484 47.610439),32,59,Downtown,Pike-Market,Pike Place Market,2343359.32580566,7326.58173024624,"2, EV Plug (J1772), 2, Tesla","2, 2","EVPlug(J1772),Tesla"
85,56719,47.6091582,-122.3418441,"1901 Western Avenue, Seattle, WA, 98101",98101,7,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3418441 47.6091582),32,59,Downtown,Pike-Market,Pike Place Market,2343359.32580566,7326.58173024624,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
212,118610,47.6094628,-122.3428431,"1901 Western Avenue, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3428431 47.6094628),32,59,Downtown,Pike-Market,Pike Place Market,2343359.32580566,7326.58173024624,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
12,36166,47.6170248,-122.3322181,"1812 Boren Avenue, Seattle, WA, 98101",98101,7,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 7}]", Seattle,POINT (-122.3322181 47.6170248),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
49,43151,47.6164918,-122.3324879,"1099 Stewart Street, Seattle, WA, 98101",98101,7,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.3324879 47.6164918),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
58,46817,47.614141,-122.336357,"620 Stewart Street, Seattle, WA, 98101",98101,1,"[{'level': 2, 'name': 'Tesla', 'count': 1}]", Seattle,POINT (-122.336357 47.614141),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, Tesla",2,Tesla
83,56577,47.615059,-122.338454,"2021 7th Avenue, Seattle, WA, 98121",98121,26,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 26}]", Seattle,POINT (-122.338454 47.615059),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
84,56578,47.616129,-122.340052,"2121 7th Avenue, Seattle, WA, 98121",98121,46,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 46}]", Seattle,POINT (-122.340052 47.616129),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
120,68155,47.6171782,-122.3313731,"1823 Minor Avenue, Seattle, WA, 98101",98101,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}]", Seattle,POINT (-122.3313731 47.6171782),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
124,70625,47.618090056138,-122.33892002021,"2201 Westlake Avenue, Seattle, WA, 98109",98109,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 5}]", Seattle,POINT (-122.33892002021 47.618090056138),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
125,70794,47.6163395,-122.3330877,"1007 Stewart Street, Seattle, WA, 98101",98101,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3330877 47.6163395),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
137,77412,47.616654,-122.338888,"2121 8th Avenue, Seattle, WA, 98121",98121,20,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 20}]", Seattle,POINT (-122.338888 47.616654),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
